id;path;name;x;y
72;072.jpg;Getafe Air Base;-3.725;40.295833333333334
73;073.jpg;Regimiento Estratégico de Transmisiones número 22 (RETES22) "Strategic Signals Regiment number 22"[12][13];-3.7333333333333334;40.46527777777778
74;074.jpg;Mando de Transmisiones del Ejército "Army Command Signals"[13][14];-3.7877777777777775;40.40694444444444
75;075.jpg;"Patio de los Naranjos" (lit. Orange Tree Yard);-2.4722222222222223;36.83888888888889
76;076.jpg;Base Militar Punta Camorro[15];-5.584722222222222;36.01444444444444
77;077.jpg;Pení aerial military base;3.235;42.28138888888889
78;078.jpg;Naval Station Rota;-6.329722222222222;36.65416666666667
79;079.jpg;Zaragoza Air Base;-2.4722222222222223;36.83888888888889
80;080.jpg;Heliport[17] in El Ejido;-2.718611111111111;36.74722222222222
81;081.jpg;Fortaleza de Isabel II, Menorca;4.317777777777778;39.87555555555556
82;082.jpg;Polvorin de Santa Magdalena, Mallorca;2.9498333333333338;39.727111111111114
83;083.jpg;Säkerhetspolisen - Huvudsta, in Stockholm;18.011388888888888;59.35277777777778
84;084.jpg;National Defence Radio Establishment – West of Stockholm near Drottningholm;17.855555555555558;59.331944444444446
85;085.jpg;Svenska Rymdaktiebolaget Esrange Space Center;21.06388888888889;67.89277777777778
86;086.jpg;Ärna Air Base;17.58861111111111;59.89722222222222
87;087.jpg;Western Campeche Bank;-92.22323333333334;20.711591666666667
88;088.jpg;Number One Observatory Circle, official residence of the Vice President of the United States;-77.06694444444445;38.92128888888889
89;089.jpg;2207 Seymour Avenue, Cleveland, Ohio;-81.697912;41.47254
90;090.jpg;Auburn Correctional Facility (maximum security prison), Auburn, New York;-76.57434444444443;42.9347
91;091.jpg;Amchitka Island, Alaska;-179.0402222222222;51.49358333333333
92;092.jpg;5561 NE Ambleside Rd Seattle, WA 98105 Residence of Seattle Mayor Jenny Durkan;-122.26672777777777;47.666038888888885
93;093.jpg;The Wattersons' house from The Amazing World of Gumball 1026 York Street, Vallejo, California;-122.24580555555556;38.10016666666667
94;094.jpg;1554 Walnut Avenue, Antioch, California;-121.77055555555556;38.00866666666667
95;095.jpg;112 Ocean Avenue, Amityville, New York;-73.41486;40.66656
96;096.jpg;South Sandwich Islands;-26.5;-58.0
97;097.jpg;Curitiba;-49.266666666666666;-25.433333333333334
